21	62	2
100	79	2
73	98	2
54	39	2
86	51	2
67	36	2
87	39	2
51	21	3
45	63	3
79	51	4
54	89	4
63	41	4
83	87	4
89	33	4
42	47	4
9	64	4
80	25	4
54	22	4
51	31	5
32	34	5
93	62	6
87	85	6
58	4	6
26	69	6
65	91	6
20	20	6
24	81	6
1	5	6
38	74	6
71	3	6
63	76	6
74	73	6
19	27	6
61	10	6
94	57	6
50	18	6
83	9	6
14	78	6
27	83	6
12	24	6
83	88	6
50	11	6
68	92	6
97	54	6
38	43	6
97	35	6
63	2	6
14	24	6
61	10	6
69	23	6
53	85	6
66	36	6
61	29	6
49	71	6
3	29	6
18	12	6
23	89	6
72	9	6
87	14	6
66	92	6
90	43	6
37	51	7
100	88	7
55	57	7
77	29	7
25	89	7
51	99	8
3	54	8
21	45	9
57	59	9
34	32	9
29	60	9
64	64	9
6	34	9
31	39	10
85	35	10
27	52	10
22	32	10
87	42	10
18	65	10
44	51	11
55	74	11
71	28	11
60	64	11
8	35	11
44	32	12
59	98	12
74	93	13
78	52	13
48	83	13
69	11	13
18	6	13
15	29	13
60	94	13
92	92	13
74	45	13
69	7	13
59	51	14
31	19	15
8	86	15
89	50	15
67	68	15
80	35	15
3	27	15
95	17	15
72	15	15
1	33	15
51	14	16
7	1	16
72	62	17
35	28	17
29	11	17
67	84	17
11	78	17
76	15	17
30	87	17
37	6	18
12	46	18
90	11	18
63	35	18
70	54	18
100	17	18
79	5	19
73	26	19
62	18	20
52	8	20
80	18	21
76	46	21
25	41	21
95	80	22
74	66	23
86	22	23
37	10	24
97	6	25
95	12	26
18	20	27
34	35	27
34	13	27
54	26	27
96	67	27
11	10	28
55	38	28
70	22	28
37	76	29
19	22	30
51	57	31
98	9	31
92	85	31
67	77	31
57	93	31
15	1	31
1	86	31
29	10	32
6	14	32
63	2	32
90	11	33
40	15	33
52	80	34
43	44	35
51	9	36
43	31	36
35	33	36
41	8	36
1	70	36
29	84	37
79	75	38
24	42	38
53	91	38
8	99	39
40	7	39
3	18	40
55	35	40
47	6	41
41	58	41
52	14	41
1	50	41
15	30	41
74	72	41
52	80	41
38	26	41
16	92	41
19	70	42
77	39	43
52	73	44
18	75	44
59	69	45
32	80	45
62	15	46
27	56	46
67	6	47
56	97	48
26	19	49
3	29	49
79	18	49
34	19	50
54	69	51
7	23	51
26	77	51
25	77	52
69	36	53
3	7	54
24	96	54
69	40	55
90	95	55
19	10	55
16	66	56
92	59	57
90	80	57
22	61	58
27	33	58
81	12	59
40	40	59
27	34	60
95	79	60
59	85	61
83	52	62
79	87	63
29	81	63
20	88	64
96	4	64
11	21	64
49	85	65
72	70	65
67	69	65
79	43	65
49	92	65
18	95	65
9	7	65
77	5	65
13	87	66
51	90	66
42	87	67
84	20	67
87	74	67
74	23	68
94	17	68
35	65	68
13	6	68
19	26	68
29	75	68
2	66	69
66	30	70
6	4	71
25	25	71
53	87	72
61	16	72
46	85	73
83	33	74
68	14	75
19	76	75
87	90	75
44	46	75
52	18	75
83	6	75
62	71	76
85	8	76
93	92	76
70	44	76
49	15	76
65	29	77
25	88	77
19	36	77
56	64	78
74	38	79
88	59	79
56	63	80
53	34	80
88	99	80
6	60	81
44	74	81
22	83	81
93	51	81
66	53	81
26	55	82
99	19	82
25	5	82
78	70	83
59	57	83
29	74	83
72	36	83
89	28	83
19	84	83
53	6	83
41	5	84
56	99	84
5	56	84
39	94	85
81	41	85
47	63	85
81	83	85
47	94	85
91	39	86
11	12	86
72	98	87
87	46	87
64	13	87
1	77	88
19	71	88
31	66	88
31	5	88
56	68	88
25	10	88
45	77	88
88	43	88
2	5	88
71	10	88
43	45	88
55	4	88
59	27	88
24	51	89
75	51	89
68	73	89
41	65	89
11	93	89
65	30	89
87	50	90
76	16	90
13	65	90
68	14	90
28	55	91
87	16	91
83	79	91
29	33	91
15	46	91
52	11	91
9	98	91
59	86	92
87	60	92
56	1	92
27	26	92
90	1	92
17	24	93
39	85	93
63	93	93
10	7	93
6	89	94
61	93	94
89	71	94
35	10	95
88	88	95
65	33	95
71	93	95
38	42	95
74	11	95
51	96	96
2	33	96
