874	117	2
804	530	2
294	106	2
122	188	2
368	952	2
501	794	2
214	359	2
201	926	2
465	312	2
252	744	2
107	397	2
876	86	2
61	801	2
701	905	2
804	230	2
534	619	2
643	750	2
639	682	2
462	840	2
266	170	2
790	415	2
794	129	2
586	915	2
775	45	2
23	299	2
220	845	2
368	41	2
177	87	2
699	758	2
633	50	2
749	481	2
499	273	2
761	917	2
680	34	2
829	975	2
52	978	2
94	915	2
662	404	2
402	251	2
199	394	2
475	550	2
553	692	2
901	166	2
329	236	2
211	894	2
242	851	2
553	31	2
828	795	2
761	296	2
397	199	2
608	397	2
557	333	2
202	337	2
698	812	2
891	741	2
484	241	2
131	689	2
717	456	2
596	226	2
913	652	2
39	603	2
145	189	2
707	115	2
286	691	2
576	866	2
572	163	2
792	699	2
250	734	2
325	128	2
336	84	2
341	949	2
731	952	2
249	923	2
978	901	2
227	518	2
196	296	2
66	947	2
968	188	2
759	71	2
84	946	2
935	151	2
373	296	2
132	681	2
704	244	2
566	933	2
249	763	2
969	990	2
972	482	2
763	974	2
448	945	2
71	352	2
449	340	2
554	243	2
198	265	2
662	488	2
94	203	2
2	434	2
119	773	2
672	925	2
336	660	2
268	526	2
678	665	2
764	738	2
664	418	2
747	511	2
465	121	2
703	960	2
876	229	2
178	686	2
589	637	2
650	118	2
119	865	2
902	245	2
67	567	2
763	791	2
738	428	2
631	939	2
795	277	2
76	133	2
633	322	2
896	475	2
950	500	2
13	911	2
355	360	2
573	244	2
613	982	2
590	822	2
283	322	2
131	811	2
397	678	2
590	454	2
501	482	2
511	721	2
42	198	2
135	587	2
219	251	2
194	680	2
339	154	2
981	922	2
888	172	2
44	42	2
771	874	3
910	317	3
792	26	3
694	206	3
613	676	3
32	369	3
749	159	3
408	438	3
496	864	3
403	235	3
342	408	3
812	87	3
463	311	3
9	475	3
433	562	3
657	749	3
658	792	3
456	38	3
650	120	3
396	393	3
55	985	3
125	230	3
641	547	3
21	929	3
171	789	3
422	685	3
150	858	3
403	389	3
762	298	3
84	200	3
648	268	3
351	703	3
395	269	3
14	317	3
968	345	3
209	504	3
256	335	3
781	205	3
586	255	3
205	418	3
297	967	3
172	558	3
110	953	3
553	490	3
220	329	3
60	302	3
505	609	3
715	270	3
289	326	3
880	630	3
466	940	3
971	506	3
570	104	3
132	7	3
63	601	3
588	4	3
646	114	3
798	945	3
796	153	3
311	878	3
653	748	3
492	910	3
229	375	3
437	661	3
926	986	3
553	585	3
98	485	3
25	4	3
647	964	3
446	840	3
458	202	3
238	915	3
445	214	3
48	916	3
105	859	3
348	171	3
760	812	3
316	871	3
172	548	3
173	358	3
493	840	3
259	168	3
37	238	3
980	919	3
399	805	3
549	890	3
836	53	3
841	433	3
730	403	3
415	593	3
640	926	3
924	714	3
274	851	3
798	909	3
722	300	3
581	642	3
725	865	3
323	822	3
146	972	3
55	39	3
201	483	3
876	469	3
82	4	3
379	24	3
199	186	3
34	920	3
698	927	3
77	807	3
174	806	3
293	530	3
882	941	3
426	700	3
187	349	3
638	354	3
164	302	3
425	172	3
555	908	3
590	654	3
66	616	3
205	717	3
982	217	3
658	316	3
570	193	3
56	656	3
464	704	3
889	571	3
729	528	3
120	111	3
758	997	3
989	1000	3
497	229	3
73	974	3
738	350	3
381	775	3
466	594	3
944	368	3
652	258	3
719	460	3
746	111	3
213	568	3
122	333	3
80	976	3
347	890	3
688	560	3
313	920	3
456	657	3
846	161	3
169	620	3
767	301	3
436	658	3
551	178	3
211	111	3
920	371	3
216	251	3
277	97	3
729	315	3
919	452	3
81	348	3
910	895	3
262	365	3
711	187	3
771	666	4
567	316	4
273	950	4
497	97	4
589	895	4
766	504	4
983	422	4
754	611	4
289	152	4
538	892	4
55	374	4
427	35	4
830	301	4
744	180	4
748	320	4
820	570	4
944	159	4
403	993	4
881	100	4
919	955	4
972	184	4
249	432	4
231	280	4
152	42	4
985	174	4
586	662	4
170	40	4
538	85	4
467	723	4
312	122	4
772	992	4
576	421	4
186	757	4
952	542	4
18	356	4
353	777	4
560	25	4
686	44	4
700	740	4
561	182	4
691	237	4
662	577	4
151	143	4
948	829	4
732	934	4
879	353	4
463	30	4
938	44	4
108	653	4
237	637	4
548	206	4
904	357	4
65	826	4
557	803	4
29	166	4
511	802	4
338	787	4
707	797	4
37	240	4
414	858	4
823	373	4
770	44	4
359	32	4
930	66	4
190	747	4
184	405	4
747	7	4
537	692	4
927	812	4
790	777	4
125	714	4
146	515	4
849	864	4
475	233	4
128	525	4
153	908	4
244	801	4
543	610	4
999	18	4
425	279	4
629	827	4
425	476	4
672	643	4
69	751	4
295	920	4
353	237	4
436	891	4
430	864	4
531	218	4
48	943	4
759	742	4
530	582	4
937	564	4
952	999	4
859	86	4
341	872	4
606	67	4
295	67	4
550	28	4
365	395	4
930	127	4
193	471	4
476	383	4
440	945	4
565	237	4
595	316	4
340	2	4
57	458	4
42	396	4
563	685	4
665	762	4
656	565	4
662	816	4
650	22	4
483	607	4
963	224	4
696	707	4
162	628	4
717	244	4
766	890	4
459	921	4
414	441	4
783	91	4
885	474	4
413	990	4
547	931	4
570	927	4
396	327	4
890	523	4
570	122	4
320	676	4
319	392	4
834	949	4
324	224	4
207	433	4
769	599	4
433	510	4
498	303	4
919	555	4
579	824	4
158	88	4
812	681	4
930	742	4
403	518	4
409	253	4
894	551	4
331	73	4
380	503	4
718	174	4
860	66	4
42	882	4
186	621	4
629	161	4
89	326	4
757	773	4
305	68	4
518	963	4
53	396	4
548	582	4
879	391	4
869	568	4
846	190	4
359	795	4
249	840	4
620	909	4
336	489	4
89	903	4
88	928	4
203	609	4
22	522	4
204	111	4
199	13	4
628	431	4
9	345	4
726	598	4
611	540	4
457	494	4
888	146	4
788	136	4
738	738	4
220	458	4
364	14	4
958	20	4
815	112	4
487	470	4
67	545	4
511	596	4
650	645	4
68	954	4
756	426	4
386	91	4
883	108	4
555	213	4
136	263	4
916	670	4
416	792	4
974	826	4
474	129	4
216	860	4
438	340	4
250	400	4
978	270	4
996	855	4
250	626	4
158	414	4
729	798	4
363	908	4
252	585	4
14	118	4
764	272	4
775	474	4
447	930	4
231	465	4
449	444	4
75	111	4
352	996	4
376	632	4
379	730	4
299	181	4
813	799	4
328	228	4
176	344	4
232	867	4
15	781	4
702	214	4
86	839	4
146	909	4
832	594	4
18	541	4
962	648	4
330	709	4
76	119	4
973	638	4
964	979	4
6	344	4
679	596	4
579	598	4
236	290	4
624	407	4
62	700	4
498	809	4
277	561	4
536	48	4
412	112	4
245	680	4
522	800	4
455	641	4
345	451	4
241	374	4
555	739	4
105	140	4
87	948	4
31	526	4
373	7	4
431	794	4
833	65	4
768	66	4
434	54	4
273	555	4
700	915	4
312	720	4
1	941	4
920	975	4
203	556	4
374	446	4
40	688	4
312	927	4
458	841	4
123	351	4
842	435	4
787	738	4
118	429	4
117	445	5
467	722	5
729	741	5
325	826	5
575	246	5
186	808	5
461	89	5
771	853	6
929	168	6
938	667	6
78	278	6
377	316	6
318	286	6
167	939	6
908	527	6
244	280	6
115	816	6
908	391	6
354	364	6
980	189	6
666	43	7
683	417	7
97	988	7
861	949	7
440	480	7
496	475	7
826	753	7
813	819	7
594	114	7
183	771	8
720	247	8
32	903	8
42	4	8
785	507	8
454	616	8
785	453	8
281	422	8
783	703	8
962	209	8
705	873	8
71	409	8
116	196	8
974	283	8
149	122	8
69	498	8
534	517	8
364	190	8
746	41	8
78	164	8
215	328	8
621	943	8
343	416	8
109	525	8
315	590	8
203	369	8
832	755	8
187	975	8
609	591	8
801	871	8
576	115	8
664	466	8
401	221	8
538	416	8
180	72	8
377	514	8
860	793	8
834	477	8
274	766	8
897	919	8
430	450	8
684	315	8
519	368	8
973	862	8
406	422	8
933	916	8
612	229	8
415	94	8
995	989	8
71	253	8
218	996	8
860	216	8
16	397	8
387	901	8
458	769	8
354	868	8
733	824	8
174	956	8
241	39	8
86	654	8
432	632	8
204	789	8
701	237	8
351	140	8
506	578	8
558	456	8
610	152	8
359	169	8
873	857	8
805	837	8
980	958	8
917	576	8
281	461	8
502	947	8
877	787	8
574	627	8
291	378	8
126	809	8
79	872	8
976	900	8
368	15	8
824	833	8
922	492	8
916	201	8
194	244	8
853	302	9
570	625	9
60	44	9
882	918	9
19	161	9
108	515	9
31	678	9
400	317	9
697	636	9
429	880	9
864	397	9
707	11	9
290	39	9
457	730	9
170	933	9
693	18	9
454	402	9
406	215	9
347	591	9
738	644	9
340	767	9
162	790	9
114	323	9
768	999	9
807	240	9
777	706	9
658	754	9
312	744	9
1	815	9
859	6	9
870	62	9
269	511	9
175	260	9
266	830	9
843	708	9
943	729	9
207	118	9
915	64	9
650	363	9
918	959	9
661	249	9
415	36	9
870	889	9
392	791	9
896	210	9
737	563	9
23	367	9
338	535	9
176	989	9
298	335	9
228	895	9
780	171	9
678	228	9
638	227	9
977	731	9
791	253	9
417	666	10
887	111	10
108	777	10
62	625	10
144	357	10
441	43	11
253	642	11
480	301	11
792	608	11
192	629	11
308	459	11
324	210	11
696	629	11
89	858	11
661	678	11
429	547	11
93	959	11
301	358	11
553	423	11
401	195	11
78	665	11
655	826	11
137	521	11
764	776	11
922	678	11
395	798	11
655	414	11
315	941	11
980	459	11
749	555	11
932	210	11
135	260	11
5	271	11
771	732	12
74	212	12
836	203	12
348	504	12
647	819	12
430	439	12
5	913	12
139	10	12
243	690	12
77	724	12
359	33	12
301	408	12
372	318	12
941	291	12
836	536	12
845	706	12
348	282	12
146	125	12
369	163	12
445	78	13
765	503	13
338	252	13
535	375	13
652	198	13
757	823	13
828	586	13
406	472	13
7	872	13
754	796	13
929	57	13
510	396	13
498	45	13
831	422	13
797	186	13
850	971	13
942	483	13
606	596	13
211	459	13
178	785	13
70	308	13
980	144	13
347	879	13
179	892	13
233	147	13
346	840	13
510	489	13
827	923	13
662	256	13
242	794	13
966	921	13
28	588	13
10	270	13
176	286	13
982	273	13
816	247	13
920	281	13
773	297	13
56	442	13
518	68	13
694	11	13
780	756	13
256	41	13
227	866	13
441	451	14
581	987	14
166	227	14
866	985	14
255	433	14
106	283	14
94	675	14
754	507	14
121	871	14
856	818	14
342	384	14
190	104	14
54	503	14
271	161	14
158	596	14
138	710	14
192	322	14
301	41	14
325	935	14
940	448	14
571	143	14
628	584	14
949	724	14
389	597	14
71	277	14
549	193	14
841	887	14
737	165	14
287	729	14
380	987	14
319	378	14
954	509	14
11	71	14
767	590	14
445	49	15
924	40	15
391	861	15
324	693	15
887	471	15
177	651	15
959	414	15
351	715	15
16	911	15
552	227	15
218	528	15
778	563	15
639	600	15
890	693	15
181	889	15
849	676	15
556	514	15
47	841	15
383	921	15
891	233	15
68	268	15
952	525	15
932	727	15
870	169	15
294	500	15
709	677	15
295	964	15
159	20	15
118	91	15
435	553	15
383	889	15
534	251	15
391	820	15
347	739	15
752	71	15
254	46	15
221	947	15
625	978	15
705	467	15
402	740	15
335	509	15
367	703	15
450	364	15
180	230	15
